Flight Number,Origin,Destination,Departure Time,Arrival Time,Delay (min),Cancelled,Passenger Age,Passenger Gender,Ticket Class,Satisfaction Score,Ticket Price,Ancillary Revenue,Fuel Cost,Profit
FL5168,SEA,DEN,10/10/2023 22:54,11/10/2023 01:00,0,FALSE,24,Other,Business,2.8,121.79,169.94,16971.19,-16679.46
FL4680,MIA,DFW,16/02/2023 07:10,16/02/2023 12:32,92,FALSE,21,Male,Business,3.3,896.38,199.64,19940.46,-18844.44
FL4332,ATL,MIA,20/04/2023 13:33,20/04/2023 17:46,126,FALSE,24,Male,Business,4.4,688.45,293.86,15367.72,-14385.41
FL4848,MIA,ORD,21/04/2023 02:15,21/04/2023 08:02,77,FALSE,54,Female,First,3.2,517.19,284.74,9230.22,-8428.29
FL5082,ORD,ATL,24/10/2023 19:36,24/10/2023 22:36,0,TRUE,34,Male,Premium Economy,4.6,1174.62,291.23,10290.21,-8824.36
FL2651,MIA,DEN,04/04/2023 11:06,04/04/2023 13:24,0,FALSE,58,Female,First,1.3,692.31,213.76,8375.4,-7469.33
FL9066,ATL,LAX,03/08/2023 16:32,03/08/2023 21:50,0,FALSE,61,Male,Premium Economy,2.8,774.68,91,10232.37,-9366.69
FL5565,ATL,DEN,11/01/2023 23:03,12/01/2023 01:15,0,FALSE,44,Female,Premium Economy,3,1523.58,78.51,14422.08,-12819.99
FL9214,SEA,SFO,03/11/2023 22:51,04/11/2023 03:36,17,FALSE,32,Female,Business,1.2,1965.6,146.18,5409.21,-3297.43
FL1081,ORD,ATL,27/08/2023 20:02,27/08/2023 22:55,0,FALSE,66,Male,Business,4.2,742.9,195.17,17798.54,-16860.47
FL8163,ATL,DEN,08/08/2023 09:43,08/08/2023 14:55,30,FALSE,37,Male,Business,1.8,388.68,251.17,7481.55,-6841.7
FL5809,ATL,SFO,04/04/2023 00:39,04/04/2023 03:00,0,TRUE,55,Female,Business,3,1534.84,30.66,7512,-5946.5
FL4214,DEN,ORD,27/05/2023 14:43,27/05/2023 21:12,0,FALSE,41,Other,Economy,1.5,1861.75,2.44,9763.01,-7898.82
FL5770,LAX,JFK,16/03/2023 11:12,16/03/2023 15:24,0,FALSE,79,Male,Business,4.6,783.41,142.28,7271.88,-6346.19
FL8232,LAX,DEN,06/11/2023 05:09,06/11/2023 10:29,0,FALSE,18,Female,First,1.7,761.29,71.44,6316.29,-5483.56
FL5047,LAX,ATL,09/05/2023 21:54,10/05/2023 01:55,0,FALSE,74,Other,Business,2.5,885.5,113.68,7022.43,-6023.25
FL3162,SFO,ORD,20/07/2023 11:14,20/07/2023 16:28,0,FALSE,40,Other,Economy,2.4,503.73,239.72,15310.61,-14567.16
FL1241,ORD,BOS,10/10/2023 19:26,11/10/2023 01:39,0,FALSE,27,Male,Premium Economy,1.1,417.04,207.67,14787.43,-14162.72
FL9477,ATL,DFW,10/07/2023 06:47,10/07/2023 11:54,29,TRUE,76,Other,Premium Economy,1.9,325.31,44.13,9348.64,-8979.2
FL1808,SFO,DEN,05/11/2023 02:36,05/11/2023 08:08,170,FALSE,41,Male,Premium Economy,3.4,1161.5,282.15,7407.55,-5963.9
FL8638,ORD,DFW,28/10/2023 17:03,28/10/2023 20:28,0,TRUE,56,Other,Premium Economy,4.6,617.3,175.98,15644.73,-14851.45
FL3553,DFW,MIA,13/05/2023 00:04,13/05/2023 06:20,0,FALSE,22,Female,First,4.1,805.87,220.41,19027.4,-18001.12
FL9047,ORD,SFO,07/11/2023 01:09,07/11/2023 04:52,104,TRUE,55,Male,Premium Economy,1.4,527.51,169.44,18152.25,-17455.3
FL4406,DEN,SFO,27/03/2023 20:05,28/03/2023 00:15,123,FALSE,64,Male,Business,4.8,1687.45,226.39,13081.07,-11167.23
FL5880,MIA,ATL,07/08/2023 20:45,08/08/2023 01:19,0,FALSE,68,Male,First,1.1,1689.3,125.14,12785.89,-10971.45
FL8514,MIA,ORD,12/04/2023 16:20,12/04/2023 22:42,0,FALSE,47,Male,Business,4.5,357.18,85.74,11497.91,-11054.99
FL7587,ORD,JFK,20/06/2023 04:08,20/06/2023 06:33,0,FALSE,22,Female,Premium Economy,1.9,515.35,230.49,5082.04,-4336.2
FL6699,DEN,ORD,12/06/2023 09:31,12/06/2023 15:44,5,FALSE,75,Other,Economy,2.6,1286.67,149.82,19311.04,-17874.55
FL6237,ATL,JFK,21/07/2023 01:52,21/07/2023 04:16,0,FALSE,30,Female,Business,1.6,1171.44,283.86,10742.92,-9287.62
FL8305,LAX,SFO,04/01/2023 00:05,04/01/2023 03:53,0,FALSE,57,Other,Premium Economy,2.7,837.52,282.55,6647.66,-5527.59
FL3817,ATL,SEA,04/08/2023 03:53,04/08/2023 08:16,177,FALSE,67,Female,Premium Economy,5,1311.35,254.8,16784.52,-15218.37
FL5676,MIA,BOS,20/04/2023 07:12,20/04/2023 11:09,0,TRUE,37,Male,Economy,1.5,440.52,47.44,15511.44,-15023.48
FL7983,SFO,LAX,10/11/2023 16:35,10/11/2023 23:27,68,FALSE,54,Female,Premium Economy,1.7,1747.36,77.49,5005.6,-3180.75
FL3211,SFO,SEA,21/04/2023 15:13,21/04/2023 20:00,0,FALSE,44,Male,First,1.8,816.18,201,8117.1,-7099.92
FL1208,SEA,BOS,22/06/2023 18:22,22/06/2023 21:23,0,FALSE,57,Male,Economy,1.7,279.61,191.97,10946.72,-10475.14
FL2418,JFK,BOS,28/09/2023 09:19,28/09/2023 12:01,0,FALSE,55,Other,Business,1.2,1913.12,134.36,6580.42,-4532.94
FL8267,LAX,MIA,01/08/2023 19:58,02/08/2023 02:50,0,FALSE,38,Female,First,3.4,1550.03,242.81,18387.05,-16594.21
FL6031,JFK,SFO,07/08/2023 17:07,07/08/2023 20:24,0,FALSE,65,Male,Premium Economy,1.5,1195.67,39.13,17462.75,-16227.95
FL5067,MIA,JFK,10/03/2023 08:51,10/03/2023 10:59,0,FALSE,20,Male,Business,3.1,774.92,21.69,11897.02,-11100.41
FL6375,BOS,ATL,20/12/2023 14:36,20/12/2023 21:19,0,FALSE,38,Other,Business,2.1,453.28,174.66,10578.21,-9950.27
FL3896,LAX,ORD,19/11/2023 05:18,19/11/2023 09:14,0,TRUE,26,Female,Premium Economy,2,1076.7,279.34,14905.01,-13548.97
FL4069,SFO,DFW,25/09/2023 03:55,25/09/2023 07:54,0,FALSE,75,Other,Economy,5,624.79,208.28,11398.05,-10564.98
FL9720,MIA,ATL,10/11/2023 22:34,11/11/2023 04:20,0,TRUE,48,Female,Business,4.4,1157.35,57.52,17489.32,-16274.45
FL7887,LAX,DEN,27/10/2023 05:25,27/10/2023 12:20,0,FALSE,75,Male,First,1.9,181.13,224.68,12191.22,-11785.41
FL4339,BOS,ORD,18/10/2023 15:14,18/10/2023 18:59,0,FALSE,62,Female,Premium Economy,2,1612.06,144.18,15292.21,-13535.97
FL1854,LAX,BOS,05/07/2023 13:17,05/07/2023 15:46,0,FALSE,66,Male,Economy,1.7,913.63,4.16,11725.17,-10807.38
FL2686,DFW,SFO,04/04/2023 11:06,04/04/2023 16:57,0,FALSE,28,Male,First,5,1000.48,51.58,10270.65,-9218.59
FL6120,JFK,BOS,22/01/2023 20:30,23/01/2023 02:52,0,FALSE,24,Male,Premium Economy,3.4,1607.1,18.79,16264.56,-14638.67
FL2146,SEA,ORD,16/07/2023 20:36,17/07/2023 02:26,0,TRUE,30,Female,Business,2.8,1199.38,69.78,5464.52,-4195.36
FL2492,SFO,SEA,16/05/2023 23:18,17/05/2023 04:57,0,TRUE,36,Female,Business,3.3,653.79,95.32,13539.12,-12790.01
FL4944,JFK,BOS,01/03/2023 14:44,01/03/2023 21:40,38,TRUE,76,Female,Economy,1.8,1185.94,247.09,12474.89,-11041.86
FL2277,LAX,BOS,11/03/2023 12:48,11/03/2023 19:30,0,FALSE,29,Female,Premium Economy,1.6,1740.94,151.34,5477.12,-3584.84
FL7056,SEA,DFW,12/12/2023 22:12,13/12/2023 03:07,75,FALSE,22,Other,First,1.9,1293.33,184.01,13800.27,-12322.93
FL8603,ATL,ORD,03/04/2023 13:07,03/04/2023 20:01,0,FALSE,60,Other,Economy,1.6,1441.16,158.16,18203.48,-16604.16
FL3437,JFK,SEA,26/02/2023 23:26,27/02/2023 01:58,0,TRUE,24,Male,Business,2,644.25,206.06,19452.09,-18601.78
FL9790,DFW,DEN,02/01/2023 08:11,02/01/2023 12:36,124,FALSE,31,Female,First,1.4,1247.36,265.14,15853.65,-14341.15
FL4356,BOS,LAX,18/09/2023 09:27,18/09/2023 13:42,0,FALSE,76,Other,Economy,3.2,1943.3,93.98,5161.62,-3124.34
FL4800,BOS,SFO,23/08/2023 08:23,23/08/2023 10:47,0,FALSE,34,Other,Business,4.1,1506.05,195.84,16036.64,-14334.75
FL6614,MIA,SEA,09/11/2023 17:24,09/11/2023 21:29,38,FALSE,32,Female,Business,4,129.58,204.12,9701.82,-9368.12
FL6805,SEA,DEN,28/03/2023 19:31,29/03/2023 01:02,0,FALSE,52,Other,Business,4.8,1464.6,249.76,18529.13,-16814.77
FL9212,MIA,LAX,28/11/2023 04:13,28/11/2023 11:12,0,TRUE,78,Female,Business,4.9,801.3,173.75,9655.28,-8680.23
FL6219,DFW,SEA,08/07/2023 00:38,08/07/2023 04:59,0,FALSE,74,Male,Business,1.8,1125.05,1,10923.53,-9797.48
FL5510,DFW,MIA,23/03/2023 09:22,23/03/2023 15:25,12,FALSE,47,Female,Economy,4.6,1167.55,230.07,9936.66,-8539.04
FL9233,ATL,DFW,13/11/2023 13:28,13/11/2023 17:20,0,FALSE,77,Other,Economy,2,573.46,15.47,6981.63,-6392.7
FL6523,SFO,DFW,13/08/2023 04:49,13/08/2023 11:05,94,FALSE,35,Female,First,3.2,1857.9,260.06,17063.43,-14945.47
FL9590,LAX,SFO,17/05/2023 18:21,17/05/2023 22:36,0,FALSE,39,Male,Economy,3.5,397.09,65.18,19602.44,-19140.17
FL9692,SFO,DFW,18/02/2023 01:59,18/02/2023 04:56,0,TRUE,41,Female,Economy,4.8,505.73,251.35,10189.81,-9432.73
FL2401,DEN,SFO,16/08/2023 10:48,16/08/2023 13:45,154,FALSE,43,Male,Premium Economy,4.4,330.85,150.9,8789.87,-8308.12
FL6565,ORD,SEA,11/01/2023 16:38,11/01/2023 23:15,0,FALSE,67,Female,First,3.7,1106.54,257.87,10044.04,-8679.63
FL5805,ORD,ATL,13/04/2023 06:25,13/04/2023 12:58,0,FALSE,47,Female,First,2.9,1104.88,100.59,16533.69,-15328.22
FL9019,LAX,ORD,08/08/2023 07:50,08/08/2023 14:00,0,TRUE,79,Male,Premium Economy,1.3,1989.58,175.57,9573.56,-7408.41
FL7083,SEA,BOS,15/07/2023 21:51,16/07/2023 02:42,53,TRUE,76,Male,Economy,1.2,386.68,105.29,10490.58,-9998.61
FL4542,MIA,ATL,21/02/2023 13:24,21/02/2023 16:05,44,FALSE,20,Other,First,3.5,1535.64,220.17,13280.63,-11524.82
FL9241,SFO,DEN,25/12/2023 12:05,25/12/2023 18:49,34,FALSE,70,Other,Business,1.7,527.86,180,19493.27,-18785.41
FL7770,BOS,ATL,23/02/2023 15:58,23/02/2023 21:24,65,FALSE,41,Male,First,3.6,391.97,168.47,15150.46,-14590.02
FL5548,MIA,ATL,27/10/2023 12:49,27/10/2023 19:44,0,TRUE,18,Female,Economy,3.4,1595.53,145.63,19990.62,-18249.46
FL7932,ATL,DEN,25/05/2023 12:54,25/05/2023 19:30,104,TRUE,54,Female,Economy,5,1048.82,31.01,5713.3,-4633.47
FL6531,DFW,JFK,07/10/2023 00:24,07/10/2023 06:06,0,FALSE,21,Male,Economy,4.7,1594.96,160.68,18368.25,-16612.61
FL1587,LAX,ORD,17/04/2023 23:03,18/04/2023 02:32,0,FALSE,31,Male,Premium Economy,3.7,1437.81,247.72,8675.31,-6989.78
FL7643,SFO,BOS,20/03/2023 11:48,20/03/2023 15:46,0,FALSE,35,Other,Business,2.5,1214.89,42.7,14166.88,-12909.29
FL6160,ORD,MIA,04/03/2023 17:37,04/03/2023 20:05,21,FALSE,67,Male,Economy,4.1,330.24,149.47,11387.61,-10907.9
FL8434,SFO,LAX,11/02/2023 11:40,11/02/2023 15:06,120,FALSE,39,Other,First,4.3,1556.25,238.16,8278.84,-6484.43
FL1381,SFO,SEA,12/07/2023 18:06,12/07/2023 20:17,147,FALSE,50,Other,Business,3.3,1417.11,5.77,18824.52,-17401.64
FL4786,SEA,MIA,23/06/2023 12:52,23/06/2023 15:30,0,FALSE,29,Male,Business,2.9,1183.81,287.76,18333.91,-16862.34
FL5149,MIA,ORD,26/08/2023 11:55,26/08/2023 17:39,60,FALSE,55,Male,Premium Economy,3.6,1070.06,190.34,12653.56,-11393.16
FL3009,BOS,MIA,15/04/2023 09:16,15/04/2023 11:28,0,FALSE,47,Other,Premium Economy,1.5,1652.13,23.64,10051.76,-8375.99
FL6001,ATL,BOS,20/06/2023 03:38,20/06/2023 08:51,0,FALSE,41,Other,Premium Economy,2.9,1791.56,53.69,15588.4,-13743.15
FL5007,SFO,DFW,12/01/2023 20:53,13/01/2023 00:32,0,FALSE,67,Female,First,4.1,995.79,95.81,5038.88,-3947.28
FL9511,MIA,BOS,20/11/2023 16:28,20/11/2023 22:39,0,TRUE,64,Female,Economy,4.9,869.67,232.06,12187.56,-11085.83
FL7230,ATL,MIA,17/03/2023 05:36,17/03/2023 08:40,0,FALSE,69,Other,First,4.8,1436.31,293.74,10477.56,-8747.51
FL7544,ORD,MIA,15/09/2023 06:39,15/09/2023 13:27,0,FALSE,61,Male,First,1.9,336.71,165.9,8260.91,-7758.3
FL4140,SEA,LAX,23/04/2023 13:22,23/04/2023 19:54,0,TRUE,24,Other,Economy,2.8,494.5,101.25,18037.52,-17441.77
FL6135,LAX,ATL,20/05/2023 06:06,20/05/2023 11:59,15,FALSE,74,Other,First,2.3,444.61,78.43,10762.15,-10239.11
FL9941,MIA,SFO,15/02/2023 12:43,15/02/2023 16:22,0,FALSE,48,Female,First,1.6,861.49,107.13,18091.19,-17122.57
FL7082,MIA,ATL,28/12/2023 01:37,28/12/2023 06:42,147,FALSE,39,Female,First,4.6,106.78,249.85,12199.58,-11842.95
FL9851,ORD,LAX,03/07/2023 00:31,03/07/2023 07:30,0,FALSE,54,Male,First,1.8,1962.21,112.15,7364.39,-5290.03
FL3676,JFK,DEN,20/08/2023 15:53,20/08/2023 20:52,0,TRUE,34,Male,Business,1.8,250.73,296.51,6651.16,-6103.92
FL4882,SEA,SFO,24/06/2023 08:19,24/06/2023 10:49,0,FALSE,73,Female,First,3.9,1997.29,289.49,10029.8,-7743.02
FL2895,ATL,SEA,09/11/2023 15:38,09/11/2023 21:47,0,FALSE,36,Male,First,1.9,333.59,133.46,5242.23,-4775.18
FL2671,MIA,JFK,05/11/2023 04:27,05/11/2023 10:03,146,FALSE,69,Male,First,1.5,1148.55,219.64,5034.74,-3666.55
FL6241,MIA,DEN,04/04/2023 14:11,04/04/2023 16:12,0,FALSE,27,Female,Premium Economy,1.1,1689.51,46.21,14154.7,-12418.98
FL3325,LAX,BOS,22/05/2023 09:31,22/05/2023 15:07,103,FALSE,32,Male,Business,1.2,1425.75,286.12,5472.21,-3760.34
FL9621,DEN,MIA,21/07/2023 13:14,21/07/2023 15:51,164,FALSE,63,Other,Economy,4.3,1390.49,205.28,19233.92,-17638.15
FL4917,DEN,SEA,11/07/2023 03:44,11/07/2023 10:29,0,FALSE,32,Male,Premium Economy,1.1,959.35,40.12,10624.57,-9625.1
FL2344,JFK,ORD,20/06/2023 02:45,20/06/2023 05:15,0,FALSE,49,Male,Business,4.2,1773.71,253.54,6302.14,-4274.89
FL1272,JFK,ORD,28/07/2023 10:11,28/07/2023 14:28,28,TRUE,28,Female,Economy,3.8,1407.21,72.6,8863.3,-7383.49
FL2802,MIA,DFW,27/04/2023 15:49,27/04/2023 21:52,0,TRUE,46,Female,Premium Economy,3.7,611.47,71.81,7595.56,-6912.28
FL3278,ATL,SFO,22/06/2023 01:44,22/06/2023 07:05,81,FALSE,38,Female,Premium Economy,1.7,168.38,255.54,7122.44,-6698.52
FL7792,LAX,MIA,21/11/2023 04:15,21/11/2023 09:09,0,FALSE,40,Male,Premium Economy,2.2,1187.83,150.59,8650.63,-7312.21
FL5611,SEA,DEN,05/05/2023 06:33,05/05/2023 09:07,0,FALSE,46,Other,First,1.3,413.29,112.35,9087.18,-8561.54
FL2183,LAX,SEA,11/05/2023 23:44,12/05/2023 04:30,0,FALSE,19,Other,Business,4.9,1703.1,206.96,19406.33,-17496.27
FL6488,ATL,SEA,24/02/2023 16:55,24/02/2023 21:58,47,FALSE,25,Other,Premium Economy,1.9,1044.25,5.98,13189.34,-12139.11
FL1150,ATL,DEN,24/04/2023 17:56,24/04/2023 20:28,0,FALSE,73,Male,Premium Economy,4.3,1926.64,120.66,12604.44,-10557.14
FL4860,ATL,JFK,03/04/2023 14:29,03/04/2023 21:16,0,FALSE,80,Female,Premium Economy,3.6,1225.49,146.27,9236.65,-7864.89
FL5721,LAX,BOS,16/11/2023 05:43,16/11/2023 08:11,0,TRUE,21,Male,Premium Economy,2,1955.74,56.89,18290.17,-16277.54
FL9439,DFW,BOS,28/04/2023 06:25,28/04/2023 11:21,0,FALSE,31,Male,Business,1.2,1181.04,61.67,12661.35,-11418.64
FL6336,ORD,SFO,01/04/2023 18:45,02/04/2023 00:20,0,FALSE,76,Male,First,2,1829.61,89.76,9116.9,-7197.53
FL1015,LAX,SFO,14/10/2023 16:03,14/10/2023 22:06,0,TRUE,29,Female,Economy,3.8,216.03,183.61,18720.36,-18320.72
FL9642,SEA,DEN,25/01/2023 01:33,25/01/2023 08:10,82,FALSE,32,Male,Economy,3.6,1707.72,141.24,11178.98,-9330.02
FL3385,LAX,SFO,03/06/2023 08:53,03/06/2023 15:25,0,FALSE,61,Other,First,2.2,551.9,71.76,5129.37,-4505.71
FL2375,ORD,MIA,01/10/2023 04:34,01/10/2023 06:58,0,FALSE,65,Male,Economy,1.9,849.51,200.25,11142.11,-10092.35
FL8481,ATL,JFK,10/05/2023 14:05,10/05/2023 17:56,0,FALSE,56,Male,First,1.2,1199.17,179.2,18264.37,-16886
FL2775,SFO,JFK,21/11/2023 11:44,21/11/2023 14:41,0,FALSE,71,Other,First,2.2,682.28,7.74,16189.68,-15499.66
FL8411,SFO,DEN,16/01/2023 02:38,16/01/2023 08:30,168,FALSE,28,Female,Premium Economy,2,615.71,20.44,14246.85,-13610.7
FL9831,LAX,DFW,06/10/2023 02:14,06/10/2023 04:35,0,FALSE,37,Other,Premium Economy,3.6,547.01,295.23,18381.42,-17539.18
FL2093,ATL,SEA,28/09/2023 14:38,28/09/2023 20:36,0,TRUE,76,Female,Business,4.3,738.58,46.05,19396.95,-18612.32
FL2407,BOS,ATL,23/03/2023 05:06,23/03/2023 09:53,0,FALSE,67,Other,Business,2.2,1316.73,9.5,13055.53,-11729.3
FL5490,SFO,SEA,20/04/2023 23:17,21/04/2023 04:07,0,TRUE,37,Other,Business,2.4,324.82,218.72,6698.42,-6154.88
